candidate_id,age,gender,surname,surname_category,hometown_state,hometown_type,education_level,education_num,years_experience,university_tier,previous_company_tier,skill_score,certifications_count,expected_salary,interview_score,hiring_decision,experience_per_age,skill_per_experience,certifications_per_year,salary_per_skill,is_male,is_female,is_general,is_obc,is_sc,is_st,is_tier1_uni,is_tier2_uni,is_tier3_uni,hours_per_week,occupation
CAND_00507,48,Female,Santhal,ST,Assam,Rural,Bachelor,2,23,Tier3,Tier2,57.7,3,26.45,8,1,0.82,2.4,0.12,0.45,0,1,0,0,0,1,0,0,1,46,Tech
CAND_00508,21,Female,Sharma,General,Gujarat,Rural,Master,3,0,Tier1,Tier1,77.9,6,20.53,8.3,1,0,77.9,6,0.26,0,1,1,0,0,0,1,0,0,0,Tech
CAND_00509,26,Female,Mochi,SC,Punjab,Tier2_city,Master,3,1,Tier2,Tier2,78.3,7,11.19,8.4,1,0.17,39.15,3.5,0.14,0,1,0,0,1,0,0,1,0,2,Tech
CAND_00510,31,Female,Sharma,General,Tamil Nadu,Rural,High School,1,8,Tier1,Tier1,53.1,2,21.68,8.2,1,0.73,5.9,0.22,0.4,0,1,1,0,0,0,1,0,0,16,Tech
CAND_00511,30,Female,Koli,OBC,Uttar Pradesh,Tier2_city,Master,3,5,Tier2,Tier2,65.2,2,11.98,6.8,1,0.5,10.87,0.33,0.18,0,1,0,1,0,0,0,1,0,10,Tech
CAND_00512,40,Male,Dhanuk,SC,Haryana,Rural,Master,3,17,Tier3,Tier2,84.2,6,27.08,6.6,1,0.85,4.68,0.33,0.32,1,0,0,0,1,0,0,0,1,34,Tech
CAND_00513,23,Female,Gond,ST,Odisha,Tier2_city,Bachelor,2,0,Tier1,Tier1,75.8,1,16.89,8.6,1,0,75.8,1,0.22,0,1,0,0,0,1,1,0,0,0,Tech
CAND_00514,34,Female,Yadav,OBC,Rajasthan,Metro,Master,3,9,Tier3,Tier3,64.6,5,17.26,8.3,0,0.64,6.46,0.5,0.26,0,1,0,1,0,0,0,0,1,18,Tech
CAND_00515,27,Male,Jat,OBC,Rajasthan,Rural,High School,1,3,Tier3,Tier2,70.4,2,7.46,6.8,1,0.43,17.6,0.5,0.1,1,0,0,1,0,0,0,0,1,6,Tech
CAND_00516,34,Male,Patel,General,Karnataka,Metro,Master,3,10,Tier3,Tier2,97,4,20.66,8.9,1,0.71,8.82,0.36,0.21,1,0,1,0,0,0,0,0,1,20,Tech
CAND_00517,31,Male,Patel,General,Delhi,Rural,Bachelor,2,8,Tier2,Tier1,70.9,9,12.49,7.3,1,0.73,7.88,1,0.17,1,0,1,0,0,0,0,1,0,16,Tech
CAND_00518,32,Female,Mehta,General,Gujarat,Metro,Bachelor,2,8,Tier2,Tier3,62.4,5,11.27,10,1,0.67,6.93,0.56,0.18,0,1,1,0,0,0,0,1,0,16,Tech
CAND_00519,27,Other,Verma,General,Karnataka,Metro,High School,1,4,Tier1,Tier1,67.9,2,17.25,7.5,1,0.57,13.58,0.4,0.25,0,0,1,0,0,0,1,0,0,8,Tech
CAND_00520,27,Male,Reddy,General,Gujarat,Tier2_city,Bachelor,2,3,Tier2,Tier2,53.1,5,7.95,7.8,1,0.43,13.28,1.25,0.15,1,0,1,0,0,0,0,1,0,6,Tech
CAND_00521,34,Female,Kumar,General,Karnataka,Metro,Bachelor,2,10,Tier2,Tier1,64.8,2,14.65,5.7,1,0.71,5.89,0.18,0.22,0,1,1,0,0,0,0,1,0,20,Tech
CAND_00522,39,Male,Munda,ST,Jharkhand,Rural,Master,3,16,Tier3,Tier3,87.4,2,24.38,10,1,0.84,5.14,0.12,0.28,1,0,0,0,0,1,0,0,1,32,Tech
CAND_00523,27,Female,Koli,OBC,Bihar,Tier2_city,Master,3,3,Tier2,Tier1,78.5,6,16.03,6.4,1,0.43,19.62,1.5,0.2,0,1,0,1,0,0,0,1,0,6,Tech
CAND_00524,25,Female,Sharma,General,Delhi,Metro,Bachelor,2,1,Tier2,Tier1,59.2,2,10.13,6.8,1,0.2,29.6,1,0.17,0,1,1,0,0,0,0,1,0,2,Tech
CAND_00525,36,Female,Koli,ST,Odisha,Rural,Bachelor,2,11,Tier3,Tier1,76.7,2,15.24,6.7,1,0.69,6.39,0.17,0.2,0,1,0,0,0,1,0,0,1,22,Tech
CAND_00526,31,Male,Mehta,General,Delhi,Tier2_city,Master,3,6,Tier2,Tier2,82,7,18.8,10,0,0.55,11.71,1,0.23,1,0,1,0,0,0,0,1,0,12,Tech
CAND_00527,38,Male,Yadav,OBC,Maharashtra,Rural,Bachelor,2,14,Tier1,Tier1,69.3,0,24.54,8.5,1,0.78,4.62,0,0.35,1,0,0,1,0,0,1,0,0,28,Tech
CAND_00528,24,Male,Saini,OBC,Bihar,Metro,High School,1,1,Tier2,Tier1,56,0,9.91,6.2,1,0.25,28,0,0.17,1,0,0,1,0,0,0,1,0,2,Tech
CAND_00529,21,Male,Mehta,General,Delhi,Tier2_city,Master,3,0,Tier3,Tier2,72.3,2,13.59,10,1,0,72.3,2,0.19,1,0,1,0,0,0,0,0,1,0,Tech
CAND_00530,27,Female,Saini,OBC,Bihar,Tier2_city,Master,3,4,Tier3,Tier1,55.9,2,13.69,8.4,1,0.57,11.18,0.4,0.24,0,1,0,1,0,0,0,0,1,8,Tech
CAND_00531,25,Female,Patel,General,Tamil Nadu,Metro,Master,3,0,Tier2,Tier1,81.1,4,8.11,10,1,0,81.1,4,0.1,0,1,1,0,0,0,0,1,0,0,Tech
CAND_00532,31,Other,Singh,General,Karnataka,Tier2_city,Bachelor,2,8,Tier3,Tier3,77.2,3,13.67,8.6,1,0.73,8.58,0.33,0.17,0,0,1,0,0,0,0,0,1,16,Tech
CAND_00533,26,Other,Kumar,General,Maharashtra,Rural,Bachelor,2,3,Tier3,Tier2,61.8,1,9.42,9,1,0.5,15.45,0.25,0.15,0,0,1,0,0,0,0,0,1,6,Tech
CAND_00534,37,Female,Bhil,ST,Jharkhand,Metro,Bachelor,2,8,Tier3,Tier2,69.4,4,11.4,7.5,1,0.47,7.71,0.44,0.16,0,1,0,0,0,1,0,0,1,16,Tech
CAND_00535,29,Female,Yadav,OBC,Rajasthan,Tier2_city,Master,3,5,Tier2,Tier3,75.5,7,13.37,6.6,1,0.56,12.58,1.17,0.17,0,1,0,1,0,0,0,1,0,10,Tech
CAND_00536,33,Female,Yadav,OBC,Rajasthan,Tier2_city,Master,3,10,Tier2,Tier2,91.5,4,16.6,10,1,0.77,8.32,0.36,0.18,0,1,0,1,0,0,0,1,0,20,Tech
CAND_00537,33,Female,Lodhi,OBC,Uttar Pradesh,Rural,High School,1,8,Tier2,Tier2,53.3,3,14.49,4.9,1,0.62,5.92,0.33,0.27,0,1,0,1,0,0,0,1,0,16,Tech
CAND_00538,33,Male,Sharma,General,Gujarat,Metro,PhD,4,9,Tier2,Tier1,94.5,4,17.93,10,1,0.69,9.45,0.4,0.19,1,0,1,0,0,0,0,1,0,18,Tech
CAND_00539,31,Male,Saini,OBC,Uttar Pradesh,Metro,Master,3,6,Tier2,Tier1,75.4,3,12.09,5.5,1,0.55,10.77,0.43,0.16,1,0,0,1,0,0,0,1,0,12,Tech
CAND_00540,36,Male,Singh,General,Maharashtra,Metro,Bachelor,2,13,Tier1,Tier2,81.3,4,31.22,8.7,0,0.81,5.81,0.29,0.38,1,0,1,0,0,0,1,0,0,26,Tech
CAND_00541,25,Female,Verma,General,Karnataka,Rural,Master,3,1,Tier3,Tier3,66.4,1,8.56,9.6,1,0.2,33.2,0.5,0.13,0,1,1,0,0,0,0,0,1,2,Tech
CAND_00542,43,Female,Teli,OBC,Uttar Pradesh,Tier2_city,Bachelor,2,18,Tier2,Tier3,78.3,4,18.63,9.9,1,0.78,4.12,0.21,0.23,0,1,0,1,0,0,0,1,0,36,Tech
CAND_00543,30,Male,Singh,General,Maharashtra,Metro,Master,3,6,Tier1,Tier3,69.7,0,23.68,7.6,1,0.6,9.96,0,0.33,1,0,1,0,0,0,1,0,0,12,Tech
CAND_00544,21,Female,Gupta,General,Delhi,Metro,Bachelor,2,0,Tier2,Tier1,69.2,5,8.13,7.6,0,0,69.2,5,0.12,0,1,1,0,0,0,0,1,0,0,Tech
CAND_00545,33,Female,Bhangi,SC,West Bengal,Metro,Master,3,8,Tier3,Tier2,75.6,2,18.27,9.6,1,0.62,8.4,0.22,0.24,0,1,0,0,1,0,0,0,1,16,Tech
CAND_00546,25,Male,Koli,OBC,Uttar Pradesh,Metro,Bachelor,2,2,Tier1,Tier1,73.3,3,18.77,5.2,1,0.4,24.43,1,0.25,1,0,0,1,0,0,1,0,0,4,Tech
CAND_00547,37,Male,Kurmi,OBC,Uttar Pradesh,Rural,Master,3,11,Tier1,Tier1,90.4,6,27.83,10,1,0.65,7.53,0.5,0.3,1,0,0,1,0,0,1,0,0,22,Tech
CAND_00548,49,Female,Mehta,General,Gujarat,Tier2_city,Bachelor,2,19,Tier1,Tier1,82.4,3,33.88,8.2,1,0.66,4.12,0.15,0.41,0,1,1,0,0,0,1,0,0,38,Tech
CAND_00549,25,Female,Reddy,General,Maharashtra,Tier2_city,Master,3,1,Tier1,Tier1,64.1,4,16.66,8.7,1,0.2,32.05,2,0.26,0,1,1,0,0,0,1,0,0,2,Tech
CAND_00550,34,Female,Koli,OBC,Madhya Pradesh,Metro,Bachelor,2,7,Tier2,Tier3,66,1,10.85,10,1,0.5,8.25,0.12,0.16,0,1,0,1,0,0,0,1,0,14,Tech
CAND_00551,21,Female,Kurmi,OBC,Maharashtra,Tier2_city,Bachelor,2,0,Tier2,Tier2,74,3,7.74,9.5,1,0,74,3,0.1,0,1,0,1,0,0,0,1,0,0,Tech
CAND_00552,35,Female,Kurmi,OBC,Uttar Pradesh,Tier2_city,Bachelor,2,11,Tier1,Tier2,78.4,5,24.7,7,1,0.73,6.53,0.42,0.31,0,1,0,1,0,0,1,0,0,22,Tech
CAND_00553,24,Female,Bhil,ST,Meghalaya,Rural,Bachelor,2,0,Tier2,Tier3,51.9,3,7.14,5.3,1,0,51.9,3,0.13,0,1,0,0,0,1,0,1,0,0,Tech
CAND_00554,27,Female,Bhil,ST,Odisha,Metro,Bachelor,2,2,Tier3,Tier3,76.2,3,10.18,6.7,1,0.29,25.4,1,0.13,0,1,0,0,0,1,0,0,1,4,Tech
CAND_00555,23,Female,Patel,General,Tamil Nadu,Tier2_city,Bachelor,2,0,Tier2,Tier2,74.1,0,7.16,5.7,1,0,74.1,0,0.1,0,1,1,0,0,0,0,1,0,0,Tech
CAND_00556,37,Male,Paswan,SC,Punjab,Tier2_city,Bachelor,2,10,Tier2,Tier3,80.4,5,16.22,7.3,1,0.59,7.31,0.45,0.2,1,0,0,0,1,0,0,1,0,20,Tech
CAND_00557,40,Male,Koli,OBC,Rajasthan,Metro,PhD,4,13,Tier1,Tier3,89.9,0,27.2,9.4,0,0.65,6.42,0,0.3,1,0,0,1,0,0,1,0,0,26,Tech
CAND_00558,32,Male,Teli,OBC,Uttar Pradesh,Tier2_city,High School,1,8,Tier2,Tier3,83.7,4,13.4,8.3,1,0.67,9.3,0.44,0.16,1,0,0,1,0,0,0,1,0,16,Tech
CAND_00559,25,Female,Singh,General,Gujarat,Metro,Master,3,2,Tier3,Tier2,75.2,6,12.18,8,1,0.4,25.07,2,0.16,0,1,1,0,0,0,0,0,1,4,Tech
CAND_00560,44,Female,Teli,OBC,Maharashtra,Rural,Master,3,15,Tier2,Tier1,84.1,2,22.95,7.4,1,0.62,5.26,0.12,0.27,0,1,0,1,0,0,0,1,0,30,Tech
CAND_00561,25,Female,Oraon,ST,Meghalaya,Rural,Bachelor,2,0,Tier3,Tier2,62.6,8,7.72,5.9,1,0,62.6,8,0.12,0,1,0,0,0,1,0,0,1,0,Tech
CAND_00562,21,Male,Balai,SC,Uttar Pradesh,Tier2_city,Bachelor,2,0,Tier2,Tier2,45.4,4,4.83,5.9,1,0,45.4,4,0.1,1,0,0,0,1,0,0,1,0,0,Tech
CAND_00563,35,Male,Jatav,SC,Haryana,Rural,Bachelor,2,10,Tier2,Tier3,59.7,2,14.35,6.9,1,0.67,5.43,0.18,0.24,1,0,0,0,1,0,0,1,0,20,Tech
CAND_00564,23,Male,Sharma,General,Karnataka,Tier2_city,Bachelor,2,0,Tier3,Tier3,69.4,0,4.67,8,1,0,69.4,0,0.07,1,0,1,0,0,0,0,0,1,0,Tech
CAND_00565,39,Male,Patel,General,Maharashtra,Rural,Bachelor,2,13,Tier3,Tier3,79.6,6,20.25,9.3,1,0.68,5.69,0.43,0.25,1,0,1,0,0,0,0,0,1,26,Tech
CAND_00566,28,Female,Sharma,General,Tamil Nadu,Rural,Bachelor,2,4,Tier2,Tier2,49.6,0,11.76,7.2,1,0.5,9.92,0,0.23,0,1,1,0,0,0,0,1,0,8,Tech
CAND_00567,36,Male,Mehta,General,Tamil Nadu,Rural,Bachelor,2,12,Tier1,Tier1,65.7,6,23.25,7,1,0.75,5.05,0.46,0.35,1,0,1,0,0,0,1,0,0,24,Tech
CAND_00568,43,Male,Jat,OBC,Uttar Pradesh,Metro,Master,3,20,Tier2,Tier1,98.9,5,28.38,8.9,1,0.87,4.71,0.24,0.28,1,0,0,1,0,0,0,1,0,40,Tech
CAND_00569,22,Female,Reddy,General,Delhi,Tier2_city,Master,3,0,Tier2,Tier2,65.7,3,10.32,8.7,1,0,65.7,3,0.15,0,1,1,0,0,0,0,1,0,0,Tech
CAND_00570,27,Male,Lodhi,OBC,Bihar,Rural,Bachelor,2,3,Tier3,Tier2,64.7,3,9.81,7.8,0,0.43,16.18,0.75,0.15,1,0,0,1,0,0,0,0,1,6,Tech
CAND_00571,31,Male,Verma,General,Delhi,Metro,PhD,4,8,Tier2,Tier1,87.7,4,17.91,9.4,1,0.73,9.74,0.44,0.2,1,0,1,0,0,0,0,1,0,16,Tech
CAND_00572,44,Female,Reddy,General,Maharashtra,Rural,Bachelor,2,20,Tier1,Tier2,75.1,1,34.59,9.5,1,0.83,3.58,0.05,0.45,0,1,1,0,0,0,1,0,0,40,Tech
CAND_00573,26,Male,Gupta,General,Gujarat,Rural,Master,3,3,Tier2,Tier2,62.7,3,14.27,8,1,0.5,15.68,0.75,0.22,1,0,1,0,0,0,0,1,0,6,Tech
CAND_00574,27,Female,Bhangi,SC,Rajasthan,Rural,Bachelor,2,4,Tier1,Tier1,66.1,2,20.35,5.7,0,0.57,13.22,0.4,0.3,0,1,0,0,1,0,1,0,0,8,Tech
CAND_00575,35,Female,Patel,General,Maharashtra,Tier2_city,Bachelor,2,10,Tier2,Tier3,70,4,13.16,9,1,0.67,6.36,0.36,0.19,0,1,1,0,0,0,0,1,0,20,Tech
CAND_00576,27,Female,Sharma,General,Gujarat,Metro,Bachelor,2,1,Tier2,Tier2,64.4,3,8.06,7.8,1,0.14,32.2,1.5,0.12,0,1,1,0,0,0,0,1,0,2,Tech
CAND_00577,33,Male,Balai,SC,Haryana,Tier2_city,Bachelor,2,9,Tier2,Tier1,80,4,13.7,8.6,1,0.69,8,0.4,0.17,1,0,0,0,1,0,0,1,0,18,Tech
CAND_00578,21,Female,Bhil,ST,Assam,Rural,Master,3,0,Tier3,Tier3,65.8,1,10.33,9.1,1,0,65.8,1,0.15,0,1,0,0,0,1,0,0,1,0,Tech
CAND_00579,49,Male,Koli,OBC,Uttar Pradesh,Tier2_city,Bachelor,2,19,Tier2,Tier1,87.6,3,21.42,7,1,0.66,4.38,0.15,0.24,1,0,0,1,0,0,0,1,0,38,Tech
CAND_00580,21,Male,Kumar,General,Gujarat,Metro,Bachelor,2,0,Tier3,Tier2,57.5,0,6.49,6.5,1,0,57.5,0,0.11,1,0,1,0,0,0,0,0,1,0,Tech
CAND_00581,29,Male,Patel,General,Gujarat,Metro,Bachelor,2,5,Tier2,Tier2,81.2,3,9.14,6.6,1,0.56,13.53,0.5,0.11,1,0,1,0,0,0,0,1,0,10,Tech
CAND_00582,31,Other,Bharia,ST,Assam,Rural,Master,3,8,Tier3,Tier3,67.3,3,18.27,6.6,1,0.73,7.48,0.33,0.27,0,0,0,0,0,1,0,0,1,16,Tech
CAND_00583,47,Male,Bhangi,SC,Rajasthan,Tier2_city,Bachelor,2,17,Tier2,Tier2,70.2,5,22.43,8,0,0.63,3.9,0.28,0.32,1,0,0,0,1,0,0,1,0,34,Tech
CAND_00584,21,Male,Lodhi,OBC,Uttar Pradesh,Tier2_city,Bachelor,2,0,Tier3,Tier3,64.6,2,9.82,6.7,1,0,64.6,2,0.15,1,0,0,1,0,0,0,0,1,0,Tech
CAND_00585,47,Female,Sharma,General,Karnataka,Tier2_city,Master,3,23,Tier2,Tier3,91.5,3,29.57,10,1,0.85,3.81,0.12,0.32,0,1,1,0,0,0,0,1,0,46,Tech
CAND_00586,38,Male,Verma,General,Gujarat,Metro,Bachelor,2,11,Tier1,Tier1,93.3,4,25.33,10,1,0.61,7.78,0.33,0.27,1,0,1,0,0,0,1,0,0,22,Tech
CAND_00587,35,Male,Patel,General,Karnataka,Tier2_city,Master,3,12,Tier1,Tier1,79,5,25.43,8.1,1,0.8,6.08,0.38,0.32,1,0,1,0,0,0,1,0,0,24,Tech
CAND_00588,24,Male,Jat,OBC,Uttar Pradesh,Rural,PhD,4,1,Tier3,Tier2,78,6,14.03,6.4,1,0.25,39,3,0.18,1,0,0,1,0,0,0,0,1,2,Tech
CAND_00589,36,Male,Mehta,General,Tamil Nadu,Rural,Bachelor,2,13,Tier2,Tier2,67.7,2,17.21,6.6,1,0.81,4.84,0.14,0.25,1,0,1,0,0,0,0,1,0,26,Tech
CAND_00590,26,Male,Munda,ST,Odisha,Tier2_city,Bachelor,2,3,Tier2,Tier1,63.9,2,8.14,6.7,0,0.5,15.98,0.5,0.13,1,0,0,0,0,1,0,1,0,6,Tech
CAND_00591,42,Male,Sharma,General,Maharashtra,Tier2_city,Master,3,17,Tier2,Tier3,100,6,24,7.5,1,0.77,5.56,0.33,0.24,1,0,1,0,0,0,0,1,0,34,Tech
CAND_00592,24,Female,Gujjar,OBC,Rajasthan,Rural,Master,3,0,Tier2,Tier1,67.4,4,8.97,9.1,1,0,67.4,4,0.13,0,1,0,1,0,0,0,1,0,0,Tech
CAND_00593,31,Male,Reddy,General,Gujarat,Metro,Bachelor,2,6,Tier3,Tier3,63.9,2,12.09,9.4,1,0.55,9.13,0.29,0.19,1,0,1,0,0,0,0,0,1,12,Tech
CAND_00594,27,Male,Gujjar,OBC,Uttar Pradesh,Tier2_city,Master,3,3,Tier2,Tier2,66.1,5,11.77,7.2,1,0.43,16.52,1.25,0.18,1,0,0,1,0,0,0,1,0,6,Tech
CAND_00595,24,Female,Mehta,General,Delhi,Tier2_city,Master,3,0,Tier1,Tier3,89.8,3,16.65,10,1,0,89.8,3,0.18,0,1,1,0,0,0,1,0,0,0,Tech
CAND_00596,37,Male,Dhanuk,SC,West Bengal,Tier2_city,High School,1,13,Tier1,Tier1,66.7,1,25.82,5,1,0.76,4.76,0.07,0.38,1,0,0,0,1,0,1,0,0,26,Tech
CAND_00597,36,Female,Yadav,OBC,Bihar,Tier2_city,Bachelor,2,13,Tier2,Tier2,81.9,4,21.81,7.8,1,0.81,5.85,0.29,0.26,0,1,0,1,0,0,0,1,0,26,Tech
CAND_00598,41,Male,Patel,General,Gujarat,Rural,Bachelor,2,13,Tier3,Tier1,72.1,9,19.17,6.9,1,0.62,5.15,0.64,0.26,1,0,1,0,0,0,0,0,1,26,Tech
CAND_00599,21,Male,Dhanuk,SC,Rajasthan,Metro,Bachelor,2,0,Tier3,Tier3,60.2,4,8.19,8.9,1,0,60.2,4,0.13,1,0,0,0,1,0,0,0,1,0,Tech
CAND_00600,40,Male,Jat,OBC,Madhya Pradesh,Metro,High School,1,12,Tier3,Tier1,65.5,2,17.99,8.9,1,0.6,5.04,0.15,0.27,1,0,0,1,0,0,0,0,1,24,Tech
CAND_00601,52,Male,Munda,ST,Meghalaya,Tier2_city,High School,1,29,Tier3,Tier3,76.7,2,30.33,7.8,1,0.91,2.56,0.07,0.39,1,0,0,0,0,1,0,0,1,58,Tech
CAND_00602,28,Male,Bhil,ST,Assam,Tier2_city,Bachelor,2,4,Tier2,Tier3,60.2,0,8.84,9.8,1,0.5,12.04,0,0.14,1,0,0,0,0,1,0,1,0,8,Tech
CAND_00603,47,Male,Santhal,ST,Odisha,Rural,Bachelor,2,19,Tier3,Tier3,69.1,3,23.5,9.1,1,0.7,3.45,0.15,0.34,1,0,0,0,0,1,0,0,1,38,Tech
CAND_00604,29,Male,Kumar,General,Tamil Nadu,Metro,Bachelor,2,6,Tier2,Tier2,69.7,3,15.69,9.2,1,0.67,9.96,0.43,0.22,1,0,1,0,0,0,0,1,0,12,Tech
CAND_00605,21,Male,Patel,General,Delhi,Rural,Bachelor,2,0,Tier1,Tier1,44,1,15.49,7.3,0,0,44,1,0.34,1,0,1,0,0,0,1,0,0,0,Tech
CAND_00606,29,Male,Oraon,ST,Madhya Pradesh,Rural,Bachelor,2,6,Tier2,Tier3,66.1,2,10.62,7.1,1,0.67,9.44,0.29,0.16,1,0,0,0,0,1,0,1,0,12,Tech
CAND_00607,40,Male,Gujjar,OBC,Bihar,Tier2_city,Bachelor,2,17,Tier2,Tier1,73.9,3,21.81,7.8,1,0.85,4.11,0.17,0.29,1,0,0,1,0,0,0,1,0,34,Tech
CAND_00608,25,Male,Singh,General,Maharashtra,Metro,Bachelor,2,2,Tier2,Tier2,79.6,8,8.55,7.7,1,0.4,26.53,2.67,0.11,1,0,1,0,0,0,0,1,0,4,Tech
CAND_00609,27,Male,Balai,SC,West Bengal,Metro,Master,3,3,Tier2,Tier2,83.7,4,13.96,9.8,1,0.43,20.92,1,0.16,1,0,0,0,1,0,0,1,0,6,Tech
CAND_00610,36,Female,Mehta,General,Maharashtra,Metro,Master,3,11,Tier2,Tier2,84.6,3,22.42,10,1,0.69,7.05,0.25,0.26,0,1,1,0,0,0,0,1,0,22,Tech
CAND_00611,32,Male,Saini,OBC,Bihar,Tier2_city,Bachelor,2,8,Tier2,Tier3,51.7,4,8.91,8.6,1,0.67,5.74,0.44,0.17,1,0,0,1,0,0,0,1,0,16,Tech
CAND_00612,36,Female,Dhanuk,SC,Uttar Pradesh,Rural,Bachelor,2,13,Tier2,Tier2,75.2,3,19.17,9.2,1,0.81,5.37,0.21,0.25,0,1,0,0,1,0,0,1,0,26,Tech
CAND_00613,33,Female,Chamar,SC,West Bengal,Tier2_city,Master,3,4,Tier2,Tier2,75.8,5,14.08,6.2,1,0.31,15.16,1,0.18,0,1,0,0,1,0,0,1,0,8,Tech
CAND_00614,35,Male,Sharma,General,Tamil Nadu,Rural,Master,3,11,Tier2,Tier3,67.9,3,19.65,9.8,1,0.73,5.66,0.25,0.29,1,0,1,0,0,0,0,1,0,22,Tech
CAND_00615,28,Female,Patel,General,Karnataka,Tier2_city,Master,3,4,Tier3,Tier3,86.1,3,15.33,10,1,0.5,17.22,0.6,0.18,0,1,1,0,0,0,0,0,1,8,Tech
CAND_00616,33,Female,Mehta,General,Karnataka,Metro,Master,3,9,Tier1,Tier2,58.9,8,22.29,8.1,1,0.69,5.89,0.8,0.37,0,1,1,0,0,0,1,0,0,18,Tech
CAND_00617,24,Male,Yadav,OBC,Maharashtra,Rural,Bachelor,2,1,Tier2,Tier3,59.1,5,9.79,5.5,0,0.25,29.55,2.5,0.16,1,0,0,1,0,0,0,1,0,2,Tech
CAND_00618,42,Male,Sharma,General,Gujarat,Metro,Master,3,19,Tier1,Tier2,100,7,35.2,7.5,1,0.86,5,0.35,0.35,1,0,1,0,0,0,1,0,0,38,Tech
CAND_00619,26,Female,Yadav,OBC,Bihar,Tier2_city,Master,3,0,Tier1,Tier1,79.6,0,18.96,8.5,1,0,79.6,0,0.24,0,1,0,1,0,0,1,0,0,0,Tech
CAND_00620,41,Female,Jat,OBC,Rajasthan,Tier2_city,Bachelor,2,15,Tier2,Tier2,79.6,7,18.72,10,1,0.71,4.97,0.44,0.23,0,1,0,1,0,0,0,1,0,30,Tech
CAND_00621,30,Male,Jat,OBC,Madhya Pradesh,Tier2_city,Master,3,7,Tier2,Tier2,79.3,5,19.84,6.3,1,0.7,9.91,0.62,0.25,1,0,0,1,0,0,0,1,0,14,Tech
CAND_00622,33,Male,Mochi,SC,Uttar Pradesh,Rural,Bachelor,2,10,Tier3,Tier1,69.6,2,16.12,4,0,0.77,6.33,0.18,0.23,1,0,0,0,1,0,0,0,1,20,Tech
CAND_00623,28,Male,Kurmi,OBC,Uttar Pradesh,Rural,Bachelor,2,4,Tier2,Tier3,77.7,4,9.44,8,1,0.5,15.54,0.8,0.12,1,0,0,1,0,0,0,1,0,8,Tech
CAND_00624,23,Male,Mehta,General,Gujarat,Rural,Bachelor,2,0,Tier1,Tier1,38.7,2,15.82,8.3,1,0,38.7,2,0.4,1,0,1,0,0,0,1,0,0,0,Tech
CAND_00625,21,Female,Jat,OBC,Uttar Pradesh,Metro,Bachelor,2,0,Tier2,Tier1,70.2,6,5.76,6,1,0,70.2,6,0.08,0,1,0,1,0,0,0,1,0,0,Tech
CAND_00626,23,Male,Mochi,SC,Uttar Pradesh,Rural,Bachelor,2,0,Tier2,Tier3,57.1,2,9.39,5.2,1,0,57.1,2,0.16,1,0,0,0,1,0,0,1,0,0,Tech
CAND_00627,29,Male,Singh,General,Tamil Nadu,Rural,Master,3,5,Tier1,Tier2,76.2,5,22.77,9.5,1,0.56,12.7,0.83,0.29,1,0,1,0,0,0,1,0,0,10,Tech
CAND_00628,33,Female,Koli,OBC,Rajasthan,Rural,Bachelor,2,9,Tier3,Tier3,53.4,6,12.11,7.4,1,0.69,5.34,0.6,0.22,0,1,0,1,0,0,0,0,1,18,Tech
CAND_00629,40,Male,Gupta,General,Maharashtra,Tier2_city,Master,3,16,Tier1,Tier2,89.3,2,31.14,10,1,0.8,5.25,0.12,0.34,1,0,1,0,0,0,1,0,0,32,Tech
CAND_00630,28,Male,Singh,General,Gujarat,Rural,Bachelor,2,5,Tier1,Tier1,57.4,1,18.42,6.3,0,0.62,9.57,0.17,0.32,1,0,1,0,0,0,1,0,0,10,Tech
CAND_00631,24,Female,Gond,ST,Chhattisgarh,Metro,Master,3,0,Tier3,Tier3,79.4,3,8.47,5.4,1,0,79.4,3,0.11,0,1,0,0,0,1,0,0,1,0,Tech
CAND_00632,21,Female,Oraon,ST,Meghalaya,Tier2_city,PhD,4,0,Tier3,Tier3,75.3,6,9.8,6.5,1,0,75.3,6,0.13,0,1,0,0,0,1,0,0,1,0,Tech
CAND_00633,35,Male,Yadav,OBC,Rajasthan,Rural,High School,1,11,Tier1,Tier1,44.7,1,23.53,8.2,1,0.73,3.72,0.08,0.51,1,0,0,1,0,0,1,0,0,22,Tech
CAND_00634,43,Female,Gujjar,OBC,Bihar,Tier2_city,Bachelor,2,20,Tier1,Tier1,70.4,2,29.16,8.3,1,0.87,3.35,0.1,0.41,0,1,0,1,0,0,1,0,0,40,Tech
CAND_00635,42,Male,Jatav,SC,Rajasthan,Metro,Bachelor,2,17,Tier3,Tier3,69.9,1,19.14,5.7,1,0.77,3.88,0.06,0.27,1,0,0,0,1,0,0,0,1,34,Tech
CAND_00636,37,Male,Gond,ST,Jharkhand,Tier2_city,Master,3,12,Tier3,Tier3,88.2,1,18.63,7.2,1,0.71,6.78,0.08,0.21,1,0,0,0,0,1,0,0,1,24,Tech
CAND_00637,37,Female,Kurmi,OBC,Maharashtra,Metro,Master,3,9,Tier3,Tier2,77.7,3,12.53,9.1,1,0.53,7.77,0.3,0.16,0,1,0,1,0,0,0,0,1,18,Tech
CAND_00638,45,Male,Gujjar,OBC,Madhya Pradesh,Tier2_city,Master,3,22,Tier3,Tier3,97.2,7,27.79,10,1,0.88,4.23,0.3,0.28,1,0,0,1,0,0,0,0,1,44,Tech
